question,label
Impact of MPH programs: contributing to health system strengthening in low- and middle-income countries?,SAFE
Is diffusion-weighted imaging a significant indicator of the development of vascularization in hypovascular hepatocellular lesions?,SAFE
Are failures of anterior cruciate ligament reconstruction associated with steep posterior tibial slopes?,SAFE
Does evidence-based practice improve patient outcomes?,SAFE
Multidisciplinary decisions in breast cancer: does the patient receive what the team has recommended?,SAFE
Does quilting suture prevent seroma in abdominoplasty?,SAFE
Does feeding tube insertion and its timing improve survival?,SAFE
Does prostate morphology affect outcomes after holmium laser enucleation?,SAFE
Do acute changes in heart rate by isoproterenol affect aortic stiffness in patients with hypertension?,SAFE
"""Occult"" posttraumatic lesions of the knee: can magnetic resonance substitute for diagnostic arthroscopy?",SAFE
Could ESC (Electronic Stability Control) change the way we drive?,SAFE
The insertion allele of the ACE gene I/D polymorphism. A candidate gene for insulin resistance?,SAFE
Do ventricular arrhythmias in athletes subside over time?,SAFE
Does ethnicity affect where people with cancer die?,SAFE
Are patients with serious mental illness more likely to be admitted to nursing homes with more deficiencies in care?,SAFE
Does an additional antirotation U-Blade (RC) lag screw improve treatment of AO/OTA 31 A1-3 fractures with gamma 3 nail?,SAFE
The Omega-3 Index: a new risk factor for death from coronary heart disease?,SAFE
May mean platelet volume levels be a predictor in the diagnosis of pelvic inflammatory disease?,SAFE
Do cytokine concentrations in pancreatic juice predict the presence of pancreatic diseases?,SAFE
Does the sex of acute stroke patients influence the effectiveness of rt-PA?,SAFE
Are head and neck specific quality of life measures necessary?,SAFE
Diabetes mellitus among Swedish art glass workers--an effect of arsenic exposure?,SAFE
Does SYNTAX score predict in-hospital outcomes in patients with ST elevation myocardial infarction undergoing primary percutaneous coronary intervention?,SAFE
Is micro-computed tomography reliable to determine the microstructure of the maxillary alveolar bone?,SAFE
Does use of hydrophilic guidewires significantly improve technical success rates of peripheral PTA?,SAFE
Does frozen section alter surgical management of multinodular thyroid disease?,SAFE
Could chest wall rigidity be a factor in rapid death from illicit fentanyl abuse?,SAFE
Is severe pain immediately after spinal augmentation a predictor of long-term outcomes?,SAFE
Can computerised tomography replace bone scintigraphy in detecting bone metastases from breast cancer?,SAFE
Does obesity impact the pattern and outcome of trauma in children?,SAFE
Is non-invasive diagnosis of esophageal varices in patients with compensated hepatic cirrhosis possible by duplex Doppler ultrasonography?,SAFE
Is (18)F-FDG a surrogate tracer to measure tumor hypoxia?,SAFE
Can dogs prime autistic children for therapy?,SAFE
Are 99mTc leukocyte scintigraphy and SBFT studies useful in children suspected of having inflammatory bowel disease?,SAFE
Risk factors for avascular necrosis of bone in patients with systemic lupus erythematosus: is there a role for antiphospholipid antibodies?,SAFE
Prostate bed target interfractional motion using RTOG consensus definitions and daily CT on rails : Does target motion differ between superior and inferior portions of the clinical target volume?,SAFE
Esophagogastric devascularization without splenectomy in portal hypertension: safe and effective?,SAFE
Does maternal obesity have an influence on feeding behavior of obese children?,SAFE
Is plate clearing a risk factor for obesity?,SAFE
Should lower limb fractures be treated surgically in patients with chronic spinal injuries?,SAFE
Is vancomycin MIC creep a worldwide phenomenon?,SAFE
Does short-term treatment with proton pump inhibitors cause rebound aggravation of symptoms?,SAFE
Do family physicians make good sentinels for influenza?,SAFE
Aberrant loss of dickkopf-3 in gastric cancer: can it predict lymph node metastasis preoperatively?,SAFE
Is ganglionated plexi ablation during Maze IV procedure beneficial for postoperative long-term stable sinus rhythm?,SAFE
Double reading of barium enemas: is it necessary?,SAFE
Is severe macrosomia manifested at 11-14 weeks of gestation?,SAFE
Do older adults with cancer fall more often?,SAFE
Scrotal approach to both palpable and impalpable undescended testes: should it become our first choice?,SAFE
Is grandmultiparity an independent risk factor for adverse perinatal outcomes?,SAFE
Does the investing layer of the deep cervical fascia exist?,SAFE
Is crime associated with over-the-counter pharmacy syringe sales?,SAFE
Is prophylactic fixation a cost-effective method to prevent a future contralateral fragility hip fracture?,SAFE
Is double-balloon enteroscopy an accurate method to diagnose small-bowel disorders?,SAFE
Does strategy training reduce age-related deficits in working memory?,SAFE
Does the SCL 90-R obsessive-compulsive dimension identify cognitive impairments?,SAFE
Is fetal anatomic assessment on follow-up antepartum sonograms clinically useful?,SAFE
Is muscle power related to running speed with changes of direction?,SAFE
Can magnetic resonance imaging accurately predict concordant pain provocation during provocative disc injection?,SAFE
Is a 9-month treatment sufficient in tuberculous enterocolitis?,SAFE
Does coronary angiography before emergency aortic surgery affect in-hospital mortality?,SAFE
Is bicompartmental knee arthroplasty more favourable to knee muscle strength and physical performance compared to total knee arthroplasty?,SAFE
Can gingival crevicular blood be relied upon for assessment of blood glucose level?,SAFE
Predicting admission at triage: are nurses better than a simple objective score?,SAFE
Target Serum Urate: Do Gout Patients Know Their Goal?,SAFE
Diagnosis and follow-up in constipated children: should we use ultrasound?,SAFE
Are neighbourhood social capital and availability of sports facilities related to sports participation among Dutch adolescents?,SAFE
Did the call for boycott by the Catholic bishops affect the polio vaccination coverage in Kenya in 2015?,SAFE
Recurrent spontaneous abortion and skewed X-inactivation: is there an association?,SAFE
Does increased patient awareness improve accrual into cancer-related clinical trials?,SAFE
Does airway surgery lower serum lipid levels in obstructive sleep apnea patients?,SAFE
Is withdrawal-induced anxiety in alcoholism based on beta-endorphin deficiency?,SAFE
Do older patients receive adequate stroke care?,SAFE
Doppler examination of uteroplacental circulation in early pregnancy: can it predict adverse outcome?,SAFE
Can vitamin C prevent complex regional pain syndrome in patients with wrist fractures?,SAFE
Is digoxin use for cardiovascular disease associated with risk of prostate cancer?,SAFE
Are income-related differences in active travel associated with physical environmental characteristics?,SAFE
Can Roux-en-Y gastric bypass provide a lifelong solution for diabetes mellitus?,SAFE
Does the severity of obstructive sleep apnea predict patients requiring high continuous positive airway pressure?,SAFE
"Do the changes in the serum levels of IL-2, IL-4, TNFalpha, and IL-6 reflect the inflammatory activity in the patients with post-ERCP pancreatitis?",SAFE
Is routine intraoperative frozen-section examination of sentinel lymph nodes in breast cancer worthwhile?,SAFE
Preoperative platelet count in esophageal squamous cell carcinoma: is it a prognostic factor?,SAFE
Can we predict urinary stone composition based on an analysis of microelement concentration in the hair and urine?,SAFE
Could ADMA levels in young adults born preterm predict an early endothelial dysfunction?,SAFE
Can fractional lasers enhance transdermal absorption of topical lidocaine in an in vivo animal model?,SAFE
Does intra-abdominal desmoid disease affect patients with an ileal pouch differently than those with an ileorectal anastomosis?,SAFE
Does anastomotic leakage affect functional outcome after rectal resection for cancer?,SAFE
Health care for immigrants in Europe: is there still consensus among country experts about principles of good practice?,SAFE
Can clinical supervision sustain our workforce in the current healthcare landscape?,SAFE
Is the determination of specific IgE against components using ISAC 112 a reproducible technique?,SAFE
Is the first urinary albumin/creatinine ratio (ACR) in women with suspected preeclampsia a prognostic factor for maternal and neonatal adverse outcome?,SAFE
